sample;annotation
орехи кешью;['TYPE', 'TYPE']
орехи кра ная цена;['TYPE', 'BRAND', 'BRAND', 'BRAND']
орехи на развес;['TYPE', 'O', 'O']
орехи с изюмом;['TYPE', 'O', 'O']
орехи смесь;['TYPE', 'TYPE']
орехи, семе;['TYPE', 'TYPE']
орехи, семен;['TYPE', 'TYPE']
орехи, семена;['TYPE', 'TYPE']
орехо;['TYPE']
орехов звезд;['TYPE', 'BRAND']
орехов звезда;['TYPE', 'BRAND']
ореховае;['TYPE']
ореховая;['TYPE']
ореховая паста;['TYPE', 'TYPE']
ореховая смесь;['TYPE', 'TYPE']
ореховвй;['TYPE']
орехово;['TYPE']
ореховое;['TYPE']
ореховый батончик;['TYPE', 'TYPE']
орехт;['TYPE']
ореххи;['TYPE']
ореш;['TYPE']
орешек;['TYPE']
орешк;['TYPE']
орешки;['TYPE']
орешки со сгу;['TYPE', 'O', 'O']
орешки со сгущ;['TYPE', 'O', 'O']
орешкм;['TYPE']
орешкт;['TYPE']
орзо;['TYPE']
орзотто;['TYPE']
орио;['BRAND']
орлл;['O']
ороденое из кореновки;['TYPE', 'O', 'O']
ороженое;['TYPE']
ороств;['O']
орошек;['TYPE']
орунцы;['TYPE']
оруоец;['TYPE']
орхиде;['TYPE']
орхидеи;['TYPE']
ос;['O']
освежите;['TYPE']
освежитеи оздух;['O', 'O']
освежители воздух;['TYPE', 'TYPE']
освежитело;['TYPE']
освежитель;['TYPE']
освежитель air wike;['TYPE', 'BRAND', 'BRAND']
освежитель воздуха;['TYPE', 'TYPE']
освежитель для туалета;['TYPE', 'O', 'O']
освежитель для унитаза;['TYPE', 'O', 'O']
освежиткль;['TYPE']
освежтель;['TYPE']
освежытель;['TYPE']
освезитель;['TYPE']
осветл;['TYPE']
осветлителт;['TYPE']
осветлитель;['TYPE']
освещитель;['TYPE']
освеэитель;['TYPE']
освжитель;['TYPE']
освижитель;['TYPE']
осетинский рассольн;['TYPE', 'TYPE']
осетинский рассольный;['TYPE', 'TYPE']
осетри;['TYPE']
осетрин;['TYPE']
осетрина;['TYPE']
осетров;['TYPE']
осетровы;['TYPE']
осиски;['TYPE']
оскорбинка;['TYPE']
осминоги;['TYPE']
основа;['TYPE']
основа для пицы;['TYPE', 'O', 'O']
основа для торта;['TYPE', 'O', 'O']
основа для чебуреков;['TYPE', 'O', 'O']
основа жля супа;['TYPE', 'O', 'O']
основа ля чебуреков;['TYPE', 'O', 'O']
осноорская;['O']
оспежитель;['TYPE']
оссиски;['TYPE']
ост олоко;['O', 'O']
останкинская;['BRAND']
острое;['TYPE']
острый;['TYPE']
острый перец;['TYPE', 'TYPE']
острый соус;['TYPE', 'TYPE']
осыежииель;['TYPE']
осыежитель;['TYPE']
осьмин;['TYPE']
осьминог;['TYPE']
осьминоги;['TYPE']
осянное;['TYPE']
от засора труб;['O', 'O', 'O']
от лыча;['O', 'O']
от мартина;['BRAND', 'BRAND']
отб;['TYPE']
отбеватель;['TYPE']
отбелиаатель;['TYPE']
отбеливате;['TYPE']
отбеливател;['TYPE']
отбеливатели;['TYPE']
отбеливатель;['TYPE']
отбеливающая;['TYPE']
отбеливотель;['TYPE']
отбеливптпль;['TYPE']
отбеливтаели;['TYPE']
отбив;['TYPE']
отбивн;['TYPE']
отбивна;['TYPE']
отбивная;['TYPE']
отбивные;['TYPE']
отбкливатель;['TYPE']
отборное;['TYPE']
отборные;['TYPE']
отварной;['TYPE']
отверки;['TYPE']
отверт;['TYPE']
отвертак;['TYPE']
отвертка;['TYPE']
отвертка уп;['TYPE', 'BRAND']
отвертки;['TYPE']
отвертки g;['TYPE', 'BRAND']
отвертки g&;['TYPE', 'BRAND']
отвертки g&g;['TYPE', 'BRAND']
отвертки stay;['TYPE', 'BRAND']
отвертки staye;['TYPE', 'BRAND']
отвертки stayer;['TYPE', 'BRAND']
отверто;['TYPE']
отверток;['TYPE']
отверток matr;['TYPE', 'BRAND']
отверток matri;['TYPE', 'BRAND']
отверток matrix;['TYPE', 'BRAND']
отвертох;['TYPE']
отвсяное;['TYPE']
открытки;['TYPE']
открытки, календа;['TYPE', 'TYPE']
открытки, календар;['TYPE', 'TYPE']
отлеты;['TYPE']
отломика;['TYPE']
отматов;['TYPE']
отруби;['TYPE']
отрубиц;['TYPE']
отрубм;['TYPE']
отрубно;['TYPE']
отрубям;['TYPE']
отьеливатель;['TYPE']
оугрцы;['TYPE']
оунец;['TYPE']
оурец;['TYPE']
оусов;['TYPE']
оусы eco;['TYPE', 'BRAND']
офе;['TYPE']
офеварка;['TYPE']
офсяное;['TYPE']
охлажденая;['TYPE']
охлажденна;['TYPE']
охлажденная vi;['TYPE', 'BRAND']
охлажденная vic;['TYPE', 'BRAND']
охлажденная vici;['TYPE', 'BRAND']
охлажденная кулинар;['TYPE', 'TYPE']
охлажденная кулинари;['TYPE', 'TYPE']
охлажденная кулинария;['TYPE', 'TYPE']
охлажденная мериди;['TYPE', 'BRAND']
охлажденная меридиа;['TYPE', 'BRAND']
охлажденная меридиан;['TYPE', 'BRAND']
охлажденно;['TYPE']
охлажденное;['TYPE']
охлажденное перекрест;['TYPE', 'BRAND']
охлажденное перекресто;['TYPE', 'BRAND']
охлажденное перекресток;['TYPE', 'BRAND']
охлажденное пути;['TYPE', 'BRAND']
охлажденное путин;['TYPE', 'BRAND']
охлажденное путина;['TYPE', 'BRAND']
охлажденноё;['TYPE']
охлажденны;['TYPE']
охлажденные полуфабрика;['TYPE', 'TYPE']
охлажденные полуфабрикат;['TYPE', 'TYPE']
охлажденные полуфабрикаты;['TYPE', 'TYPE']
охлажденные пути;['TYPE', 'BRAND']
охлажденные путина;['TYPE', 'BRAND']
охлаждна;['O']
охотнич;['TYPE']
охотничие;['TYPE']
охотничий;['TYPE']
охотничиьи;['TYPE']
охотничнье;['TYPE']
охотничье;['TYPE']
охотничьи;['TYPE']
охотничьи колбаски;['TYPE', 'TYPE']
охотничьии;['TYPE']
охотничьм;['TYPE']
охотничья;['TYPE']
охотничяя;['TYPE']
охртничьи;['TYPE']
оцгрец;['TYPE']
оцетон;['TYPE']
очаково;['BRAND']
очаково еще;['BRAND', 'O']
очист;['TYPE']
очистите;['TYPE']
очистител;['TYPE']
очиститель;['TYPE']
очиститель salt;['TYPE', 'BRAND']
очиститель salto;['TYPE', 'BRAND']
очиститель для ванны;['TYPE', 'O', 'O']
очиститель для стекол;['TYPE', 'O', 'O']
очиститель для стёкол;['TYPE', 'O', 'O']
очиститель марк;['TYPE', 'BRAND']
очиститель марке;['TYPE', 'BRAND']
очиститель маркет;['TYPE', 'BRAND']
очиститель накип;['TYPE', 'TYPE']
очиститель накипи;['TYPE', 'TYPE']
очищенны;['TYPE']
очки commod;['TYPE', 'BRAND']
очки commodo;['TYPE', 'BRAND']
очки g;['TYPE', 'BRAND']
очки vers;['TYPE', 'BRAND']
очки verso;['TYPE', 'BRAND']
очки верс;['TYPE', 'BRAND']
очки версо;['TYPE', 'BRAND']
очки версон;['TYPE', 'BRAND']
очки галан;['TYPE', 'BRAND']
очки галант;['TYPE', 'BRAND']
очки н;['TYPE', 'BRAND']
очки нф;['TYPE', 'BRAND']
очкы;['TYPE']
очощи;['TYPE']
очсититель;['TYPE']
ошейн;['TYPE']
ошейни;['TYPE']
ошейник homec;['TYPE', 'BRAND']
ошейник homeca;['TYPE', 'BRAND']
ошейник homecat;['TYPE', 'BRAND']
ошейник каск;['TYPE', 'BRAND']
ошейник каска;['TYPE', 'BRAND']
ошейник каскад;['TYPE', 'BRAND']
ошейник нф;['TYPE', 'BRAND']
ошейники;['TYPE']
ошейники homepet;['TYPE', 'BRAND']
ошейники н;['TYPE', 'BRAND']
ошейних;['TYPE']
ошейтики;['TYPE']
ошивье;['TYPE']
ошурец;['TYPE']
ошурцы;['TYPE']
ощна смсь;['O', 'O']
оыощи;['TYPE']
оь нежна;['O', 'O']
оьломи;['TYPE']
оья;['O']
ояба;['TYPE']
ояденка;['TYPE']
ояйственно мыл;['O', 'O']
п4сок;['TYPE']
п4ченье;['TYPE']
пав;['TYPE']
пагетти;['TYPE']
пагтет;['TYPE']
падгузник;['TYPE']
паеироыочные;['TYPE']
пазл;['TYPE']
пазрыхлитель;['TYPE']
пайонез;['TYPE']
пакароны;['TYPE']
пакет;['TYPE']
пакет для зап;['TYPE', 'O', 'O']
пакет для мусора;['TYPE', 'TYPE', 'TYPE']
пакетик;['TYPE']
пакетики для кошек;['TYPE', 'O', 'O']
пакетики для льда;['TYPE', 'O', 'O']
пакетики для мусора;['TYPE', 'O', 'O']
пакетны;['TYPE']
пакеты 60 л;['TYPE', 'VOLUME', 'VOLUME']
пакеты для б;['TYPE', 'O', 'O']
пакеты для бутербро;['TYPE', 'O', 'O']
пакеты для за;['TYPE', 'O', 'O']
пакеты для заморозок;['TYPE', 'O', 'O']
пакеты для льда;['TYPE', 'O', 'O']
пакеты для мусору;['TYPE', 'O', 'O']
пакеты для пищевых продуктов;['TYPE', 'O', 'O', 'O']
пакеты для смусора;['TYPE', 'O', 'O']
пакеты для собак;['TYPE', 'O', 'O']
пакеты для у;['TYPE', 'O', 'O']
пакеты для чая;['TYPE', 'O', 'O']
пакеты доя едв;['TYPE', 'O', 'O']
пакеты мусорные;['TYPE', 'TYPE']
пакеты фасовочные;['TYPE', 'TYPE']
пакеты целофановые;['TYPE', 'TYPE']
пакетя для мусора;['TYPE', 'O', 'O']
пакеьы для мусора;['TYPE', 'O', 'O']
пакнты для льда;['TYPE', 'O', 'O']
паланга;['TYPE']
паласатик;['TYPE']
палатки, доми;['TYPE', 'TYPE']
палатки, домики;['TYPE', 'TYPE']
палачки;['TYPE']
палента;['TYPE']
палет;['TYPE']
палетт;['TYPE']
палички;['TYPE']
палкеты;['TYPE']
паловник;['TYPE']
палопки;['TYPE']
палотенце;['TYPE']
палоч;['TYPE']
палочеи;['TYPE']
палочка pacl;['TYPE', 'BRAND']
палочка pacla;['TYPE', 'BRAND']
палочка paclan;['TYPE', 'BRAND']
палочка premia;['TYPE', 'BRAND']
палочка premial;['TYPE', 'BRAND']
палочка перекресто;['TYPE', 'BRAND']
палочка перекресток;['TYPE', 'BRAND']
палочка русалочк;['TYPE', 'BRAND']
палочки;['TYPE']
палочки au;['TYPE', 'BRAND']
палочки aur;['TYPE', 'BRAND']
палочки ol;['TYPE', 'BRAND']
палочки ola;['TYPE', 'BRAND']
палочки ва;['TYPE', 'TYPE']
палочки ватные;['TYPE', 'TYPE']
палочки крабовые;['TYPE', 'TYPE']
палочки кукурузные;['TYPE', 'TYPE']
палочки кукурузные фрутоняня;['TYPE', 'TYPE', 'BRAND']
палочки рыбные;['TYPE', 'TYPE']
палочки с начинкой;['TYPE', 'O', 'O']
палочки с соью;['TYPE', 'O', 'O']
палочки хлебные;['TYPE', 'TYPE']
палочки.;['TYPE']
палочки. для ушей;['TYPE', 'O', 'O']
палочкм;['TYPE']
палочкт;['TYPE']
палочуи;['TYPE']
палояки;['TYPE']
палпи;['TYPE']
палтус;['TYPE']
палчки;['TYPE']
пальмени;['TYPE']
пальт;['TYPE']
пальто;['TYPE']
пальто grish;['TYPE', 'BRAND']
пальто grishko;['TYPE', 'BRAND']
пальто stay;['TYPE', 'BRAND']
пальто staye;['TYPE', 'BRAND']
пальто stayer;['TYPE', 'BRAND']
пальто svass;['TYPE', 'BRAND']
пальто у;['TYPE', 'BRAND']
пальто хамильто;['TYPE', 'BRAND']
пальто хамильтон;['TYPE', 'BRAND']
пальчики;['TYPE']
паме;['TYPE']
памел;['TYPE']
памело;['TYPE']
памидорки;['TYPE']
пампенсы;['TYPE']
пампер;['BRAND']
памперс;['BRAND']
памперсы;['BRAND']
памперсы не шуми;['TYPE', 'O', 'O']
пампушки;['TYPE']
пана;['TYPE']
панаа;['TYPE']
панакота;['TYPE']
панам;['TYPE']
панама;['TYPE']
панама trilob;['TYPE', 'BRAND']
панама trilobi;['TYPE', 'BRAND']
панама кэнно;['TYPE', 'BRAND']
панама кэннон;['TYPE', 'BRAND']
панама призе;['TYPE', 'BRAND']
панамы;['TYPE']
панамы bambu;['TYPE', 'BRAND']
панамы bambula;['TYPE', 'BRAND']
панамы insolit;['TYPE', 'BRAND']
панамы приз;['TYPE', 'BRAND']
панамы призер;['TYPE', 'BRAND']
панангасиус;['TYPE']
пангас;['TYPE']
пангаси;['TYPE']
пангасиус;['TYPE']
панеровочные;['TYPE']
паниповочные;['TYPE']
панир;['TYPE']
панироаочные;['TYPE']
паниров;['TYPE']
панированчные;['TYPE']
панировачные;['TYPE']
панировачные сухари;['TYPE', 'TYPE']
панировачный;['TYPE']
панироваяные;['TYPE']
панировлчная;['TYPE']
панировочна;['TYPE']
панировочная смесь;['TYPE', 'TYPE']
панировочнв;['TYPE']
панировочнве;['TYPE']
панировочны;['TYPE']
панировочные;['TYPE']
панировочные сухари;['TYPE', 'TYPE']
панировочный;['TYPE']
панироврчные;['TYPE']
панирочные;['TYPE']
паниррвочнве;['TYPE']
панкей;['TYPE']
панкейк;['TYPE']
панкейки;['TYPE']
панкейкм;['TYPE']
панн;['TYPE']
панна;['BRAND']
панна-;['TYPE']
пантенол;['BRAND']
пантоле;['TYPE']
пантолет;['TYPE']
пантолеты;['TYPE']
панч;['TYPE']
панчо;['BRAND']
панчр;['TYPE']
паньенол;['TYPE']
панямы;['TYPE']
паокадо;['TYPE']
паомалат;['TYPE']
папа может;['BRAND', 'BRAND']
папа может сервелат;['BRAND', 'BRAND', 'TYPE']
паперсы;['TYPE']
папиро;['TYPE']
папирос;['TYPE']
папиросы;['TYPE']
папирус;['TYPE']
папки канцелярск;['TYPE', 'TYPE']
папки канцелярски;['TYPE', 'TYPE']
папки канцелярские;['TYPE', 'TYPE']
паприк;['TYPE']
паприка доя курицы;['TYPE', 'O', 'O']
паприка копченая;['TYPE', 'TYPE']
паприка копченная;['TYPE', 'TYPE']
паприка копчёная;['TYPE', 'TYPE']
паприка красная;['TYPE', 'TYPE']
паприкиа;['TYPE']
паприкп;['TYPE']
папроки;['TYPE']
паре;['TYPE']
пареа;['TYPE']
парео;['TYPE']
парео burles;['TYPE', 'BRAND']
парео burlesco;['TYPE', 'BRAND']
парк чтобы;['BRAND', 'O']
паркейк;['TYPE']
парм;['BRAND']
парма;['BRAND']
парме;['BRAND']
пармез;['BRAND']
пармезан тертый;['TYPE', 'TYPE']
пармещан;['TYPE']
пармизан;['BRAND']
паровой;['TYPE']
паровые духов;['TYPE', 'TYPE']
паровые духовк;['TYPE', 'TYPE']
паровые духовки;['TYPE', 'TYPE']
паровые очистите;['TYPE', 'TYPE']
паровые очистител;['TYPE', 'TYPE']
парсалат;['TYPE']
парфэ ванили;['BRAND', 'TYPE']
парфэ ванильны;['BRAND', 'TYPE']
парфэ ванильный;['BRAND', 'TYPE']
парфэ дрожж;['BRAND', 'TYPE']
парфэ дрожжи;['BRAND', 'TYPE']
парфэ желат;['BRAND', 'TYPE']
парфэ желати;['BRAND', 'TYPE']
парфэ желатин;['BRAND', 'TYPE']
паршмеллоу;['TYPE']
пасата;['TYPE']
пасеризована;['O']
паска;['TYPE']
пасны;['TYPE']
пасок;['TYPE']
пассата;['TYPE']
пассатижи, пинце;['TYPE', 'TYPE']
пассатижи, пинцет;['TYPE', 'TYPE']
пассатижи, пинцеты;['TYPE', 'TYPE']
паст;['TYPE']
паста activ;['TYPE', 'BRAND']
паста activi;['TYPE', 'BRAND']
паста activia;['TYPE', 'BRAND']
паста для пиццы;['TYPE', 'O', 'O']
паста зубная;['TYPE', 'TYPE']
паста из мидий;['TYPE', 'O', 'O']
паста из морепродуктов;['TYPE', 'O', 'O']
паста карбонара;['TYPE', 'TYPE']
паста красная цена;['TYPE', 'BRAND', 'BRAND']
